2025-11-17 14:08:04,536|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2025-11-17 14:08:04,547|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1758707129000|pull|ok|-1|192.168.117.1|false
2025-11-17 14:08:04,570|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763339875816|pull|ok|-1|192.168.117.1|false
2025-11-17 14:11:38,852|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|192.168.117.1|persist|pub|-1|00c5c77bf9fbb2fb72696ca3af7d7b38
2025-11-17 14:11:38,919|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|192.168.117.1|dump|ok|98|931
2025-11-17 14:11:38,959|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|pull|ok|138|192.168.117.1|true
2025-11-17 14:11:38,983|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|pull|ok|162|192.168.117.1|true
2025-11-17 14:11:39,000|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|pull|ok|179|192.168.117.1|true
2025-11-17 14:11:39,025|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|pull|ok|204|192.168.117.1|true
2025-11-17 14:11:39,042|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|pull|ok|221|192.168.117.1|true
2025-11-17 14:11:40,903|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2025-11-17 14:11:40,910|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1758707129000|pull|ok|-1|192.168.117.1|false
2025-11-17 14:11:40,926|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1763359898821|pull|ok|-1|192.168.117.1|false
2025-11-17 14:11:41,081|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
